# dt, b0, b1, b2
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (-8.652492148561695684e-01-1.874391905242213385e-01j)  (4.176097195641779725e-01+6.976240776114817077e-02j)  (2.158050709185685770e-02-1.909969954520447100e-01j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)  (2.205018942867154608e-01-1.959551386232872838e-01j)  (1.116499081354625639e-01-3.192313307992530880e-01j)  (-5.612116648787910389e-01-6.954477707145355625e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)  (-6.348928594273892667e-01+2.136337258504949488e-01j)  (-3.489732187944242225e-01-1.527348115312467244e-03j)  (6.023408285131512385e-02+6.525786352457677575e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)  (3.219049020143449624e-01-9.786824601258217737e-02j)  (-3.515468802299258066e-01+7.350117718826590374e-02j)  (-6.029309671627154773e-04+8.705234210260477390e-01j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)  (-7.019730056921950900e-02-5.289959953688898597e-01j)  (1.700056570362066741e-02+1.124866308161487638e-01j)  (7.477695890655517985e-01+3.783304707328580818e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)  (4.143076431685365768e-01-3.724377116250741082e-01j)  (3.118719624230025245e-01-6.975284355144568960e-02j)  (3.147964494470838481e-01-6.988654623527398302e-01j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)  (6.085212660407389729e-01+1.048736187742049797e-01j)  (2.329813781393554883e-01+2.580794633018103079e-01j)  (6.849158355877064119e-01+1.694353870723954159e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)  (-2.251060111714562051e-01-6.552281435760949346e-01j)  (3.130742649414754442e-01+1.034607390811361216e-01j)  (4.388228534119643087e-01-4.676732174542269083e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)  (5.403308576374595829e-01+1.796375486224334739e-01j)  (3.221971193308557635e-01+1.865302613708431090e-01j)  (7.148570938302715172e-01-1.617025665457680061e-01j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)  (-1.421262445196891933e-01-6.858215648842334033e-01j)  (3.150489782422243312e-01+1.006166717235560115e-01j)  (4.361119595467691235e-01-4.581219144616151540e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)  (4.283120455531433945e-01+2.515744165504620322e-01j)  (3.304004915457527392e-01+1.913377972184437392e-01j)  (7.558088004887305589e-01-1.903615391009522428e-01j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)  (-4.583665335047035910e-02-7.381511297333884780e-01j)  (3.065593541553111590e-01+1.015639900794033795e-01j)  (4.093602556501705347e-01-4.256315326510451968e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)  (3.238905324914951311e-01+2.952092766492670495e-01j)  (3.395124135487745387e-01+1.884261819476014399e-01j)  (7.781508928211641196e-01-2.272762203132265291e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)  (6.244985574490000135e-02-7.707272692265834113e-01j)  (2.977887637663966247e-01+1.054430093819150732e-01j)  (3.909449506313029121e-01-3.865813663402059563e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)  (2.128553852427666204e-01+3.164510206597227482e-01j)  (3.478301666090286570e-01+1.836889394242782747e-01j)  (7.924771502732301798e-01-2.679623908562208667e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)  (1.750921447732223246e-01-7.804322593796949592e-01j)  (2.900045101825572957e-01+1.110066184928537453e-01j)  (3.808728469312733234e-01-3.446433081108529195e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)  (9.981264984946439101e-02+3.145161337367688437e-01j)  (3.550005775886553860e-01+1.773544803432096362e-01j)  (7.981818821342470116e-01-3.107131944493566333e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)  (2.873360078650923355e-01-7.668783220657017230e-01j)  (2.835238013037712501e-01+1.180451358776365839e-01j)  (3.795964039005177981e-01-3.015324511927673368e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)  (-1.044131509271128445e-02+2.894869767384459780e-01j)  (3.607228134683758136e-01+1.696865961362875042e-01j)  (7.950164989509244107e-01-3.537266430337809298e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)  (3.944301063086658732e-01-7.306395402732822619e-01j)  (2.786207628658792790e-01+1.262610139975640089e-01j)  (3.871700197598785809e-01-2.590728610153256728e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)  (-1.132391186406632028e-01+2.424231178416178245e-01j)  (3.647546256337750314e-01+1.610099072448076263e-01j)  (7.831150183395579889e-01-3.951818142039940085e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)  (4.918407756035417799e-01-6.732500226183164571e-01j)  (2.755029605716507457e-01+1.353064409247302369e-01j)  (4.032730724971599345e-01-2.190620106127723621e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)  (-2.042289799262083094e-01+1.753169305533770206e-01j)  (3.669253334841937608e-01+1.516917278696987559e-01j)  (7.629812710919352536e-01-4.333237685212983359e-01j)
