# dt, b0, b1, b2
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.258549004240445579e-01+6.310195846311325019e-01j)  (5.346260748531704576e-02-1.907867099084514240e-01j)  (3.065049137044381991e-02+6.166558578916816469e-01j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)  (-6.274319482632696454e-01-2.204644414907926120e-01j)  (-2.226201263241994466e-01+1.590912500255448614e-01j)  (6.927689210068864734e-01-5.409279473807331734e-02j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)  (-8.716986079628643580e-01-4.164952946323441374e-01j)  (-2.086649070323530752e-01-7.127341706606198828e-04j)  (3.413692934607819029e-02+1.482104065007983362e-01j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)  (3.027947458193785968e-01-1.813749178530245920e-01j)  (-3.923424424027889823e-01-8.291514393360921442e-02j)  (-8.453381860140720683e-01+3.782955622204117827e-03j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)  (6.453647727197008299e-01-6.671299409128770286e-01j)  (-5.109834935433452824e-02+1.844966324945100378e-01j)  (-3.404162842223625550e-03+3.190302472429314973e-01j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)  (-3.837500892397522345e-01-6.414652114233199143e-01j)  (-2.255769042818084325e-01+6.421642442690245201e-02j)  (-6.196948620732097845e-01+4.719991215482252644e-02j)
 (6.000000000000000000e+00+0.000000000000000000e+00j)  (-8.388808340023237164e-01-4.860326632398182523e-01j)  (-1.663480921072485186e-01-1.163999043691653010e-02j)  (6.655437128198819774e-03-1.794427942776184726e-01j)
 (7.000000000000000000e+00+0.000000000000000000e+00j)  (-4.143352635081833102e-02-3.065674129681918436e-01j)  (-3.469871985902086009e-01-9.287098096314060081e-02j)  (-8.547444182554470027e-01+2.113918646025568504e-01j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)  (-4.698347325136924546e-01-8.564777846356159685e-01j)  (-1.721112006692902541e-01+3.845703396363375076e-02j)  (8.325116260020423709e-02+8.757371264121489862e-02j)
 (9.000000000000000000e+00+0.000000000000000000e+00j)  (-1.135185226801753433e-01-2.648828398491884228e-01j)  (-3.547959534329871989e-01-6.324733923397894697e-02j)  (-8.334772034939528229e-01+3.039506124248786412e-01j)
 (1.000000000000000000e+01+0.000000000000000000e+00j)  (-4.296575566763959353e-01-8.868506738579506887e-01j)  (-1.571335596749238728e-01+1.330850152095738740e-03j)  (3.253532889768212533e-02-5.602663111592631057e-02j)
 (1.100000000000000000e+01+0.000000000000000000e+00j)  (-1.791818456044607100e-01-2.364444198601796665e-01j)  (-3.605152957330389762e-01-4.324782836425137417e-02j)  (-7.918469416160694996e-01+3.913114646359329707e-01j)
 (1.200000000000000000e+01+0.000000000000000000e+00j)  (-3.606552871108265612e-01-9.095073407874569860e-01j)  (-1.539324896392897934e-01-1.876657269187842828e-02j)  (-1.616319862265498328e-02-1.357037501107762056e-01j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)  (-2.493480145986928520e-01-2.213404339643306185e-01j)  (-3.619359257981283329e-01-2.183866015170050912e-02j)  (-7.335177678949058588e-01+4.683066458459356762e-01j)
 (1.400000000000000000e+01+0.000000000000000000e+00j)  (-2.892899048804027373e-01-9.172904819194962478e-01j)  (-1.547141600625193958e-01-4.020881781818504142e-02j)  (-8.215903888282721779e-02-2.063642075182302860e-01j)
 (1.500000000000000000e+01+0.000000000000000000e+00j)  (-3.211577576276744006e-01-2.209236707696081436e-01j)  (-3.589465656187999509e-01-6.186710241186802513e-04j)  (-6.606545116835517151e-01+5.317358505875244834e-01j)
 (1.600000000000000000e+01+0.000000000000000000e+00j)  (-2.178196532173498901e-01-9.103176336531439983e-01j)  (-1.598706726422618185e-01-6.100889949004239393e-02j)  (-1.611599714289264629e-01-2.619601912590818205e-01j)
 (1.700000000000000000e+01+0.000000000000000000e+00j)  (-3.915311426961680108e-01-2.352123798628000528e-01j)  (-3.516776498494242897e-01+1.954093730714201449e-02j)  (-5.763525039707784181e-01+5.789104128542780225e-01j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)  (-1.492895843844734005e-01-8.888650458774979279e-01j)  (-1.691749515842153884e-01-8.031374913035620178e-02j)  (-2.498678085115484393e-01-3.002118541891861669e-01j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)  (-4.574906663091380388e-01-2.636012026833811639e-01j)  (-3.404367422239333862e-01+3.778617604826994825e-02j)  (-4.841801784340307724e-01+6.078332603177267757e-01j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)  (-8.660053811842755023e-02-8.538412329577345083e-01j)  (-1.822332044417960817e-01-9.730577001496595879e-02j)  (-3.445265407336438601e-01-3.194989768733190738e-01j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)  (-5.162440103093079991e-01-3.048883503432579523e-01j)  (-3.256997118174559391e-01+5.334466815046388227e-02j)  (-3.880395109886152216e-01+6.172799928291144989e-01j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)  (-3.240635774806563396e-02-8.067288693240953767e-01j)  (-1.984926303343061971e-01-1.112656343173667323e-01j)  (-4.411289462581777232e-01-3.190050751496344428e-01j)
 (2.300000000000000000e+01+0.000000000000000000e+00j)  (-5.653039452613640714e-01-3.573259968928705899e-01j)  (-3.080904274097477913e-01+6.555776949056092706e-02j)  (-2.920004642443942977e-01+6.068506979108750921e-01j)
 (2.400000000000000000e+01+0.000000000000000000e+00j)  (1.099873206608026344e-02-7.495223821798194797e-01j)  (-2.172649122568096336e-01-1.216023733155785075e-01j)  (-5.355855154472352053e-01-2.987510575466303941e-01j)
 (2.500000000000000000e+01+0.000000000000000000e+00j)  (-6.025935966325309812e-01-4.186942777371241986e-01j)  (-2.883543501261920938e-01+7.390845779468613319e-02j)  (-2.001286989177249731e-01+5.769868832216663579e-01j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)  (4.177724569163757118e-02-6.846435174227658571e-01j)  (-2.377553554288804327e-01-1.278783975592554245e-01j)  (-6.238975792620609084e-01-2.595943457746085481e-01j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)  (-6.265343661772181383e-01-4.863952640428685359e-01j)  (-2.673269754951462795e-01+7.804321991853059581e-02j)  (-1.163134604756611290e-01+5.289527859892716455e-01j)
 (2.800000000000000000e+01+0.000000000000000000e+00j)  (5.862622357214881952e-02-6.148388188878939342e-01j)  (-2.590965294387748141e-01-1.298280215164600293e-01j)  (-7.023265865530409213e-01-2.031925771198754005e-01j)
 (2.900000000000000000e+01+0.000000000000000000e+00j)  (-6.361127593892740295e-01-5.575629419355599969e-01j)  (-2.458984640700434543e-01+7.778701726573764019e-02j)  (-4.410293409808606346e-02+4.647818535330253131e-01j)
 (3.000000000000000000e+01+0.000000000000000000e+00j)  (6.083239095325120721e-02-5.430633577702652648e-01j)  (-2.803849895340740916e-01-1.273687109492685210e-01j)  (-7.675523696929607009e-01-1.319334309994417143e-01j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)  (-6.309232901843739860e-01-6.291845406508485006e-01j)  (-2.249759578942445160e-01+7.315069576925140038e-02j)  (1.344596211411315002e-02+3.871906604967769727e-01j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)  (4.830235323807180459e-02-4.723556343730381801e-01j)  (-3.007195225223276425e-01-1.206045768698236625e-01j)  (-8.168136986073901706e-01-4.883355033998822148e-02j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)  (-6.111856465102794012e-01-6.982280734063289751e-01j)  (-2.054451780814617046e-01+6.433052674594304243e-02j)  (5.389698691824475196e-02+2.994639069701217626e-01j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)  (2.156654969935924843e-02-4.057089480165386730e-01j)  (-3.192392982021329262e-01-1.098219681657673502e-01j)  (-8.480251730702502710e-01+4.258916321569906904e-02j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)  (-5.777353902060096136e-01-7.617706917529196708e-01j)  (-1.881329292172514434e-01+5.169989806172155949e-02j)  (7.553771033870006202e-02+2.053153659199882797e-01j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)  (-1.824320182580419294e-02-3.459446804591804203e-01j)  (-3.351603112443498622e-01-9.547734947426242402e-02j)  (-8.598655048147533231e-01+1.384644740950440878e-01j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)  (-5.319885848166577835e-01-8.171224197280387846e-01j)  (-1.737720978982722486e-01+3.579350734846056814e-02j)  (7.745200667388763005e-02+1.087306665024717622e-01j)
 (3.800000000000000000e+01+0.000000000000000000e+00j)  (-6.944161864894528302e-02-2.955928571757540091e-01j)  (-3.478085708141954169e-01-7.817797747557857224e-02j)  (-8.518334521764827638e-01+2.347336530800405441e-01j)
